Name|Index|Order|p2_Variant|Set_(Layered)_Id|P3_Type|P4_Equip_slot|Defense|Model_Id_1|Model_Id_2|Icon_Color|Icon_Effect|Rarity|Cost|Fire_Res|Water_Res|Ice_Res|Thunder_Res|Dragon_Res|Slot_Count|Slot_1_Size|Slot_2_Size|Slot_3_Size|Set_Skill_1|Set_Skill_1_Level|Hidden_Skill|Hidden_Skill_Level|Skill_1|Skill_1_Level|Skill_2|Skill_2_Level|Skill_3|Skill_3_Level|Gender|P1_Set_Group|Is_Permanent|Description
Tigrex Mail α+|955|402|Alpha|350|Regular|Chest|142|83|0|0|0|9|15000|2|0|0|-3|-2|1|2|0|0|170: Tigrex Essence|1|0: --------|0|11: Earplugs|2|84: Free Meal|1|0: --------|0|Unisex|400|False|Chest armor made from Tigrex parts. Only one who tames the beast may claim it.
Tigrex Mail β+|956|403|Beta_or_Gamma|351|Regular|Chest|142|83|10|0|0|9|15000|2|0|0|-3|-2|2|4|1|0|170: Tigrex Essence|1|0: --------|0|11: Earplugs|2|0: --------|0|0: --------|0|Unisex|401|False|Chest armor made from Tigrex parts. Only one who tames the beast may claim it.
Fulgur Mail α+|957|354|Alpha|352|Regular|Chest|146|20|101|0|0|10|18000|-1|-1|-3|2|0|1|3|0|0|182: Anjanath Dominance|1|0: --------|0|104: Flinch Free|1|4: Stun Resistance|2|0: --------|0|Unisex|402|False|Lavished with Fulgur Anjanath fur, this grand breastplate is a mark of pride for any hunter.
Fulgur Mail β+|958|355|Beta_or_Gamma|353|Regular|Chest|146|20|111|0|0|10|18000|-1|-1|-3|2|0|1|4|0|0|182: Anjanath Dominance|1|0: --------|0|104: Flinch Free|1|4: Stun Resistance|1|0: --------|0|Unisex|403|False|Lavished with Fulgur Anjanath fur, this grand breastplate is a mark of pride for any hunter.
Jagras Layered Chest|959|1051|Alpha|354|Layered|Chest|0|8|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|404|False|Unavailable
Kulu Layered Chest|960|1052|Alpha|355|Layered|Chest|0|9|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|405|False|Unavailable
Black Belt Mail α+|961|406|Alpha|356|Regular|Chest|150|93|0|0|0|10|18000|1|1|1|1|2|3|1|1|1|181: Instructor's Guidance|1|0: --------|0|90: Mushroomancer|2|82: Wide-Range|1|0: --------|0|Unisex|406|False|A reward given by a famed teacher to the few pupils who meet his standards.
Black Belt Mail β+|962|407|Beta_or_Gamma|357|Regular|Chest|150|93|0|0|0|10|18000|1|1|1|1|2|3|4|1|1|181: Instructor's Guidance|1|0: --------|0|90: Mushroomancer|2|0: --------|0|0: --------|0|Unisex|407|False|A reward given by a famed teacher to the few pupils who meet his standards.
Tzitzi Layered Chest|963|1053|Alpha|361|Layered|Chest|0|23|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|411|False|Unavailable
Girros Layered Chest|964|1054|Alpha|362|Layered|Chest|0|22|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|412|False|Unavailable
Hoarcry Mail α+|965|384|Alpha|363|Regular|Chest|146|27|500|0|0|10|18000|-3|2|3|-1|0|2|1|1|0|191: Legiana Ambition|1|0: --------|0|52: Focus|2|73: Marathon Runner|1|0: --------|0|Unisex|413|False|This majestic silver Shrieking Legiana armor marks its bearer as ruler of the icy gray skies.
Hoarcry Mail β+|966|385|Beta_or_Gamma|364|Regular|Chest|146|27|510|0|0|10|18000|-3|2|3|-1|0|1|4|0|0|191: Legiana Ambition|1|0: --------|0|52: Focus|2|0: --------|0|0: --------|0|Unisex|414|False|This majestic silver Shrieking Legiana armor marks its bearer as ruler of the icy gray skies.
Rath Soul Mail α+|967|376|Alpha|365|Regular|Chest|148|33|101|0|0|10|18000|3|2|-3|2|-4|1|2|0|0|189: Rathalos Essence|1|0: --------|0|47: Free Elem/Ammo Up|1|56: Partbreaker|1|0: --------|0|Unisex|415|False|Chest armor made from Azure Rathalos cortex. It laughs in the face of fire and thunder attacks.
Rath Soul Mail β+|968|377|Beta_or_Gamma|366|Regular|Chest|148|33|111|0|0|10|18000|3|2|-3|2|-4|2|4|1|0|189: Rathalos Essence|1|0: --------|0|47: Free Elem/Ammo Up|1|0: --------|0|0: --------|0|Unisex|416|False|Chest armor made from Azure Rathalos cortex. It laughs in the face of fire and thunder attacks.
Diablos Nero Mail α+|969|380|Alpha|367|Regular|Chest|148|34|101|0|0|10|18000|2|-3|-4|0|2|1|2|0|0|190: Diablos Ambition|1|0: --------|0|66: Resentment|2|73: Marathon Runner|1|0: --------|0|Unisex|417|False|Chest armor made from Black Diablos shell. The power within can reduce almost anything to dust.
Diablos Nero Mail β+|970|381|Beta_or_Gamma|368|Regular|Chest|148|34|111|0|0|10|18000|2|-3|-4|0|2|2|4|1|0|190: Diablos Ambition|1|0: --------|0|66: Resentment|1|73: Marathon Runner|1|0: --------|0|Unisex|418|False|Chest armor made from Black Diablos shell. The power within can reduce almost anything to dust.
Death Garon Mail α+|971|388|Alpha|369|Regular|Chest|148|29|101|0|0|10|18000|-2|-3|-2|-2|4|1|2|0|0|192: Odogaron Essence|1|0: --------|0|48: Critical Eye|3|28: Dragon Resistance|2|0: --------|0|Unisex|419|False|All who wear this Ebony Odogaron armor come to revel in feasting upon the lives of their prey.
Death Garon Mail β+|972|389|Beta_or_Gamma|370|Regular|Chest|148|29|111|0|0|10|18000|-2|-3|-2|-2|4|2|4|1|0|192: Odogaron Essence|1|0: --------|0|48: Critical Eye|2|28: Dragon Resistance|1|0: --------|0|Unisex|420|False|All who wear this Ebony Odogaron armor come to revel in feasting upon the lives of their prey.
Acidic Glavenus Mail α+|973|398|Alpha|371|Regular|Chest|150|81|100|0|0|10|18000|-3|2|2|-1|-1|1|1|0|0|173: Glavenus Essence|1|0: --------|0|54: Handicraft|2|76: Stamina Surge|1|0: --------|0|Unisex|421|False|Bristling with razor edges, this Acidic Glavenus armor is as deadly as any weapon.
Acidic Glavenus Mail β+|974|399|Beta_or_Gamma|372|Regular|Chest|150|81|110|0|0|10|18000|-3|2|2|-1|-1|2|4|1|0|173: Glavenus Essence|1|0: --------|0|54: Handicraft|1|76: Stamina Surge|1|0: --------|0|Unisex|422|False|Bristling with razor edges, this Acidic Glavenus armor is as deadly as any weapon.
Artian Mail α+|975|366|Alpha|373|Regular|Chest|142|91|0|0|0|9|15000|1|-2|2|-2|3|1|1|0|0|179: Ancient Divinity|1|0: --------|0|48: Critical Eye|3|63: Peak Performance|1|0: --------|0|Unisex|423|False|Chest armor made from eldritch scraps, which even the Smithy struggled with.
Artian Mail β+|976|367|Beta_or_Gamma|374|Regular|Chest|142|91|0|0|0|9|15000|1|-2|2|-2|3|1|4|0|0|179: Ancient Divinity|1|0: --------|0|48: Critical Eye|2|63: Peak Performance|1|0: --------|0|Unisex|424|False|Chest armor made from eldritch scraps, which even the Smithy struggled with.
Pukei αLayered Chest|977|1055|Alpha|376|Layered|Chest|0|10|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|426|False|Unavailable
Pukei βLayered Chest|978|1056|Beta_or_Gamma|377|Layered|Chest|0|10|10|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|427|False|Unavailable
Dober Mail α+|979|408|Alpha|378|Regular|Chest|152|44|0|0|0|10|21000|-2|0|-1|-1|4|3|1|1|1|0: --------|0|0: --------|0|19: Attack Boost|2|116: Effluvia Resistance|1|0: --------|0|Unisex|428|False|Armor fashioned from obsidian bone of unknown provenance. It resembles an all-powerful monster.
Dober Mail β+|980|409|Beta_or_Gamma|379|Regular|Chest|152|44|0|0|0|10|21000|-2|0|-1|-1|4|3|4|1|1|0: --------|0|0: --------|0|19: Attack Boost|1|116: Effluvia Resistance|1|0: --------|0|Unisex|429|False|Armor fashioned from obsidian bone of unknown provenance. It resembles an all-powerful monster.
Damascus Mail α+|981|410|Alpha|380|Regular|Chest|152|43|0|0|0|10|21000|4|-2|0|0|0|2|3|1|0|0: --------|0|0: --------|0|52: Focus|2|20: Defense Boost|2|0: --------|0|Unisex|430|False|This legendary iron steel armor is said to lead its wearer down the conqueror's path.
Damascus Mail β+|982|411|Beta_or_Gamma|381|Regular|Chest|152|43|10|0|0|10|21000|4|-2|0|0|0|3|4|2|1|0: --------|0|0: --------|0|52: Focus|2|0: --------|0|0: --------|0|Unisex|431|False|This legendary iron steel armor is said to lead its wearer down the conqueror's path.
Rimeguard Mail α+|983|416|Alpha|382|Regular|Chest|154|85|0|0|0|11|21000|-3|2|4|-1|-1|1|1|0|0|178: Velkhana Divinity|1|0: --------|0|81: Quick Sheath|2|55: Critical Draw|1|0: --------|0|Unisex|432|False|None so foolish as to even touch this icy Velkhana armor shall ever find forgiveness.
Rimeguard Mail β+|984|417|Beta_or_Gamma|383|Regular|Chest|154|85|10|0|0|11|21000|-3|2|4|-1|-1|2|4|1|0|178: Velkhana Divinity|1|0: --------|0|81: Quick Sheath|2|0: --------|0|0: --------|0|Unisex|433|False|None so foolish as to even touch this icy Velkhana armor shall ever find forgiveness.
Pride Mail α+|985|412|Alpha|384|Regular|Chest|154|42|500|0|0|10|21000|3|1|-4|-2|-2|2|1|1|0|194: Bazelgeuse Ambition|1|0: --------|0|80: Guard|2|6: Blast Resistance|2|0: --------|0|Unisex|434|False|Ease is bondage. Don this Seething Bazelgeuse armor and leave sleep to the weak.
Pride Mail β+|986|413|Beta_or_Gamma|385|Regular|Chest|154|42|510|0|0|10|21000|3|1|-4|-2|-2|3|4|1|1|194: Bazelgeuse Ambition|1|0: --------|0|80: Guard|2|0: --------|0|0: --------|0|Unisex|435|False|Ease is bondage. Don this Seething Bazelgeuse armor and leave sleep to the weak.
Fellshroud Mail α+|987|418|Alpha|386|Regular|Chest|156|32|500|0|0|11|21000|-2|4|1|1|-3|2|3|1|0|196: Vaal Soulvein|1|0: --------|0|23: Recovery Speed|2|34: Dragon Attack|2|0: --------|0|Unisex|436|False|This Blackveil Vaal Hazak armor shudders with the deathbringer's sigh: Age will not be your end.
Fellshroud Mail β+|988|419|Beta_or_Gamma|387|Regular|Chest|156|32|510|0|0|11|21000|-2|4|1|1|-3|2|4|2|0|196: Vaal Soulvein|1|0: --------|0|23: Recovery Speed|2|34: Dragon Attack|1|0: --------|0|Unisex|437|False|This Blackveil Vaal Hazak armor shudders with the deathbringer's sigh: Age will not be your end.
Kaiser Mail α+|989|420|Alpha|388|Regular|Chest|156|46|1|0|0|11|21000|3|-3|-3|1|1|2|2|1|0|143: Teostra Technique|1|0: --------|0|61: Latent Power|1|70: Special Ammo Boost|2|0: --------|0|Unisex|438|False|The Teostra's armor, a crucible of fire. Pray, Lord of White Fire, for our everlasting glory.
Kaiser Mail β+|990|421|Beta_or_Gamma|389|Regular|Chest|156|46|11|0|0|11|21000|3|-3|-3|1|1|3|4|1|1|143: Teostra Technique|1|0: --------|0|61: Latent Power|1|0: --------|0|0: --------|0|Unisex|439|False|The Teostra's armor, a crucible of fire. Pray, Lord of White Fire, for our everlasting glory.
Kushala Cista α+|991|422|Alpha|390|Regular|Chest|156|47|1|0|0|11|21000|0|2|4|-3|-2|1|1|0|0|144: Kushala Daora Flight|1|0: --------|0|54: Handicraft|3|0: --------|0|0: --------|0|Unisex|440|False|Armor made of Kushala Daora parts. Race into battle like the wind, with the pride of a knight.
Kushala Cista β+|992|423|Beta_or_Gamma|391|Regular|Chest|156|47|11|0|0|11|21000|0|2|4|-3|-2|2|4|2|0|144: Kushala Daora Flight|1|0: --------|0|54: Handicraft|2|0: --------|0|0: --------|0|Unisex|441|False|Armor made of Kushala Daora parts. Race into battle like the wind, with the pride of a knight.
Kirin Jacket α+|993|424|Alpha|392|Regular|Chest|154|35|1|0|0|11|21000|-3|-2|-2|4|2|2|3|2|0|199: Kirin Divinity|1|0: --------|0|48: Critical Eye|3|97: Divine Blessing|1|0: --------|0|Unisex|442|False|Chest armor made from Kirin parts. Its prayers are made heard via peals of lightning.
Kirin Jacket β+|994|425|Beta_or_Gamma|393|Regular|Chest|154|35|11|0|0|11|21000|-3|-2|-2|4|2|2|4|2|0|199: Kirin Divinity|1|0: --------|0|48: Critical Eye|2|97: Divine Blessing|1|0: --------|0|Unisex|443|False|Chest armor made from Kirin parts. Its prayers are made heard via peals of lightning.
Tentacle Cloak α+|995|426|Alpha|394|Regular|Chest|158|86|0|0|0|11|21000|-3|4|0|3|-2|2|2|2|0|177: Namielle Divinity|1|0: --------|0|29: Blight Resistance|2|120: Tool Specialist|1|0: --------|0|Unisex|444|False|Namielle beckons from the abyss: Gird your breast, for a heart, once lost, can never return.
Tentacle Cloak β+|996|427|Beta_or_Gamma|395|Regular|Chest|158|86|10|0|0|11|21000|-3|4|0|3|-2|2|4|2|0|177: Namielle Divinity|1|0: --------|0|29: Blight Resistance|1|120: Tool Specialist|1|0: --------|0|Unisex|445|False|Namielle beckons from the abyss: Gird your breast, for a heart, once lost, can never return.
Clockwork α+ Layered Chest|997|0|Alpha|396|Layered|Chest|0|104|0|0|0|9|5000|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|446|False|Unavailable
Barroth Layered Chest|998|1057|Alpha|397|Layered|Chest|0|12|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|447|False|Unavailable
Guild Palace Mail α+|999|428|Alpha|398|Regular|Chest|154|94|0|0|0|10|21000|1|2|1|2|1|2|1|1|0|200: Guild Pride|1|0: --------|0|62: Agitator|2|64: Heroics|1|0: --------|0|Unisex|448|False|Chest armor granted to victors at the Arena. The symbol of a true warrior.
Guild Palace Mail β+|1000|429|Beta_or_Gamma|399|Regular|Chest|154|94|0|0|0|10|21000|1|2|1|2|1|2|4|2|0|200: Guild Pride|1|0: --------|0|62: Agitator|1|64: Heroics|1|0: --------|0|Unisex|449|False|Chest armor granted to victors at the Arena. The symbol of a true warrior.
Clockwork Mail α+|1001|368|Alpha|400|Regular|Chest|142|104|0|0|0|9|15000|2|2|-1|2|-1|2|1|1|0|180: Commission Alchemy|1|0: --------|0|62: Agitator|2|70: Special Ammo Boost|1|0: --------|0|Unisex|450|False|State-of-the-art armor with a shock-resisting structure. Stouter than it looks.
Clockwork Mail β+|1002|369|Beta_or_Gamma|401|Regular|Chest|142|104|0|0|0|9|15000|2|2|-1|2|-1|2|4|1|0|180: Commission Alchemy|1|0: --------|0|62: Agitator|2|0: --------|0|0: --------|0|Unisex|451|False|State-of-the-art armor with a shock-resisting structure. Stouter than it looks.
Ruinous Mail α+|1003|446|Alpha|403|Regular|Chest|166|30|500|0|0|11|24000|1|1|1|-3|-3|2|2|2|0|203: Nergigante Ambition|1|0: --------|0|76: Stamina Surge|2|101: Maximum Might|1|0: --------|0|Unisex|453|False|Ruiner Nergigante mail that devours a hunter's soul in trade for heedless bravery.
Ruinous Mail β+|1004|447|Beta_or_Gamma|404|Regular|Chest|166|30|510|0|0|11|24000|1|1|1|-3|-3|2|4|2|0|203: Nergigante Ambition|1|0: --------|0|76: Stamina Surge|2|0: --------|0|0: --------|0|Unisex|454|False|Ruiner Nergigante mail that devours a hunter's soul in trade for heedless bravery.
Shara Ishvalda Mail α+|1005|431|Alpha|405|Regular|Chest|162|88|0|0|0|11|24000|0|-2|-3|3|0|2|3|2|0|176: Shara Ishvalda Divinity|1|0: --------|0|186: Coalescence|2|21: Health Boost|1|0: --------|0|Unisex|455|False|Lotus petals adorn this Shara Ishvalda breastplate, graceful and proud as nature itself.
Shara Ishvalda Mail β+|1006|432|Beta_or_Gamma|406|Regular|Chest|162|88|10|0|0|11|24000|0|-2|-3|3|0|2|4|2|0|176: Shara Ishvalda Divinity|1|0: --------|0|186: Coalescence|2|0: --------|0|0: --------|0|Unisex|456|False|Lotus petals adorn this Shara Ishvalda breastplate, graceful and proud as nature itself.
Esurient Mail α+|1007|414|Alpha|407|Regular|Chest|156|50|500|0|0|10|21000|2|1|1|-3|-3|1|2|0|0|195: Deviljho Essence|1|0: --------|0|85: Speed Eating|1|54: Handicraft|2|0: --------|0|Unisex|457|False|Chest armor imbued with the Savage Deviljho's black ire and unquenchable bloodthirst.
Esurient Mail β+|1008|415|Beta_or_Gamma|408|Regular|Chest|156|50|510|0|0|10|21000|2|1|1|-3|-3|3|4|2|2|195: Deviljho Essence|1|0: --------|0|85: Speed Eating|1|0: --------|0|0: --------|0|Unisex|458|False|Chest armor imbued with the Savage Deviljho's black ire and unquenchable bloodthirst.
Anja αLayered Chest|1009|1058|Alpha|409|Layered|Chest|0|20|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|459|False|Unavailable
Anja βLayered Chest|1010|1059|Beta_or_Gamma|410|Layered|Chest|0|20|10|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|460|False|Unavailable
Guildwork Body α+|1011|448|Alpha|411|Regular|Chest|162|92|0|0|0|11|24000|2|1|2|1|2|3|3|1|1|200: Guild Pride|1|0: --------|0|111: Cliffhanger|1|104: Flinch Free|1|0: --------|0|Unisex|461|False|Armor given to those who aid the Guild. No muscle can replace an adaptability to adversity.
Guildwork Body β+|1012|449|Beta_or_Gamma|412|Regular|Chest|162|92|0|0|0|11|24000|2|1|2|1|2|3|4|2|2|200: Guild Pride|1|0: --------|0|111: Cliffhanger|1|0: --------|0|0: --------|0|Unisex|462|False|Armor given to those who aid the Guild. No muscle can replace an adaptability to adversity.
Golden Lunemail α+|1013|440|Alpha|414|Regular|Chest|162|21|200|0|0|11|24000|3|-2|0|-4|4|2|3|1|0|175: Gold Rathian Essence|1|0: --------|0|97: Divine Blessing|2|66: Resentment|1|0: --------|0|Unisex|464|False|Chest armor made of Gold Rathian parts. Nothing can dim its brilliant color.
Golden Lunemail β+|1014|441|Beta_or_Gamma|415|Regular|Chest|162|21|210|0|0|11|24000|3|-2|0|-4|4|3|4|2|1|175: Gold Rathian Essence|1|0: --------|0|97: Divine Blessing|2|0: --------|0|0: --------|0|Unisex|465|False|Chest armor made of Gold Rathian parts. Nothing can dim its brilliant color.
Silver Solmail α+|1015|442|Alpha|416|Regular|Chest|164|33|200|0|0|11|24000|4|-3|-2|-2|3|1|1|0|0|174: Silver Rathalos Essence|1|0: --------|0|49: Critical Boost|2|30: Fire Attack|2|0: --------|0|Unisex|466|False|Chest armor made of Silver Rathalos parts. Attacks burn away before they can hit.
Silver Solmail β+|1016|443|Beta_or_Gamma|417|Regular|Chest|164|33|210|0|0|11|24000|4|-3|-2|-2|3|1|4|0|0|174: Silver Rathalos Essence|1|0: --------|0|49: Critical Boost|2|0: --------|0|0: --------|0|Unisex|467|False|Chest armor made of Silver Rathalos parts. Attacks burn away before they can hit.
Jyura Layered Chest|1017|1060|Alpha|418|Layered|Chest|0|11|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|468|False|Unavailable
Kadachi Layered Chest|1018|1061|Alpha|419|Layered|Chest|0|13|0|0|0|4|500|0|0|0|0|0|0|0|0|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|0: --------|0|Unisex|469|False|Unavailable
Zinogre Mail α+|1019|438|Alpha|420|Regular|Chest|158|107|0|0|0|10|18000|-1|-1|-4|4|1|1|3|0|0|169: Zinogre Essence|1|0: --------|0|61: Latent Power|3|39: Normal Shots|1|0: --------|0|Unisex|470|False|Chest armor made of Zinogre parts. Its owner fights as if possessed by a demon.
Zinogre Mail β+|1020|439|Beta_or_Gamma|421|Regular|Chest|158|107|10|0|0|10|18000|-1|-1|-4|4|1|1|4|0|0|169: Zinogre Essence|1|0: --------|0|61: Latent Power|3|0: --------|0|0: --------|0|Unisex|471|False|Chest armor made of Zinogre parts. Its owner fights as if possessed by a demon.
Stygian Mail α+|1021|604|Alpha|422|Regular|Chest|160|107|100|0|0|10|18000|2|-4|0|-5|4|1|2|0|0|169: Zinogre Essence|1|0: --------|0|12: Windproof|3|104: Flinch Free|2|0: --------|0|Unisex|472|False|Stygian Zinogre armor made of jet black plates that drive one from within to punish the wicked.
Stygian Mail β+|1022|605|Beta_or_Gamma|423|Regular|Chest|160|107|110|0|0|10|18000|2|-4|0|-5|4|1|4|0|0|169: Zinogre Essence|1|0: --------|0|12: Windproof|3|104: Flinch Free|1|0: --------|0|Unisex|473|False|Stygian Zinogre armor made of jet black plates that drive one from within to punish the wicked.
Garuga Mail α+|1023|436|Alpha|424|Regular|Chest|154|108|0|0|0|10|18000|2|-3|-2|2|-2|1|1|0|0|0: --------|0|0: --------|0|11: Earplugs|2|48: Critical Eye|2|0: --------|0|Unisex|474|False|Chest armor made from Yian Garuga parts. It is said the beast's rage dwells within it.
Garuga Mail β+|1024|437|Beta_or_Gamma|425|Regular|Chest|154|108|10|0|0|10|18000|2|-3|-2|2|-2|1|4|0|0|0: --------|0|0: --------|0|11: Earplugs|1|48: Critical Eye|2|0: --------|0|Unisex|475|False|Chest armor made from Yian Garuga parts. It is said the beast's rage dwells within it.
Zorah Hide α+|1025|434|Alpha|426|Regular|Chest|160|38|0|0|0|11|21000|4|-3|-2|-1|-3|2|3|1|0|201: Zorah Magdaros Essence|1|0: --------|0|13: Tremor Resistance|2|71: Artillery|2|0: --------|0|Unisex|476|False|Stalwart as a mountain, this Zorah Magdaros armor renders its wearer unfazed by any hardship.
Zorah Hide β+|1026|435|Beta_or_Gamma|427|Regular|Chest|160|38|10|0|0|11|21000|4|-3|-2|-1|-3|2|4|2|0|201: Zorah Magdaros Essence|1|0: --------|0|13: Tremor Resistance|2|0: --------|0|0: --------|0|Unisex|477|False|Stalwart as a mountain, this Zorah Magdaros armor renders its wearer unfazed by any hardship.
Golden Haori α+|1027|600|Alpha|428|Regular|Chest|158|109|0|0|0|10|18000|2|0|-5|3|2|2|3|1|0|208: Rajang's Rage|1|0: --------|0|66: Resentment|2|86: Speed Sharpening|2|0: --------|0|Unisex|478|False|Chest armor made from Rajang parts. Its magnificent golden fur is unlike any other.
Golden Haori β+|1028|601|Beta_or_Gamma|429|Regular|Chest|158|109|10|0|0|10|18000|2|0|-5|3|2|3|4|1|1|208: Rajang's Rage|1|0: --------|0|66: Resentment|2|0: --------|0|0: --------|0|Unisex|479|False|Chest armor made from Rajang parts. Its magnificent golden fur is unlike any other.
